"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","HOUSECOST","REAL","IDX2015","Q","2003-Q1",108.665237145932,
"ITA","HOUSECOST","REAL","IDX2015","Q","2003-Q2",111.064443078685,
"ITA","HOUSECOST","REAL","IDX2015","Q","2003-Q3",113.524634849557,
"ITA","HOUSECOST","REAL","IDX2015","Q","2003-Q4",115.658933577392,
"ITA","HOUSECOST","REAL","IDX2015","Q","2004-Q1",117.72786560282,
"ITA","HOUSECOST","REAL","IDX2015","Q","2004-Q2",119.494083338716,
"ITA","HOUSECOST","REAL","IDX2015","Q","2004-Q3",121.392947148729,
"ITA","HOUSECOST","REAL","IDX2015","Q","2004-Q4",123.168463588347,
"ITA","HOUSECOST","REAL","IDX2015","Q","2005-Q1",125.109815059745,
"ITA","HOUSECOST","REAL","IDX2015","Q","2005-Q2",126.323857478315,
"ITA","HOUSECOST","REAL","IDX2015","Q","2005-Q3",127.484338992122,
"ITA","HOUSECOST","REAL","IDX2015","Q","2005-Q4",129.075088577588,
"ITA","HOUSECOST","REAL","IDX2015","Q","2006-Q1",130.366278092492,
"ITA","HOUSECOST","REAL","IDX2015","Q","2006-Q2",131.035754367759,
"ITA","HOUSECOST","REAL","IDX2015","Q","2006-Q3",131.748921867158,
"ITA","HOUSECOST","REAL","IDX2015","Q","2006-Q4",133.38371099049,
"ITA","HOUSECOST","REAL","IDX2015","Q","2007-Q1",134.583779573733,
"ITA","HOUSECOST","REAL","IDX2015","Q","2007-Q2",135.195355241567,
"ITA","HOUSECOST","REAL","IDX2015","Q","2007-Q3",135.740284798642,
"ITA","HOUSECOST","REAL","IDX2015","Q","2007-Q4",136.036133649532,
"ITA","HOUSECOST","REAL","IDX2015","Q","2008-Q1",136.30057501265,
"ITA","HOUSECOST","REAL","IDX2015","Q","2008-Q2",133.925562311959,
"ITA","HOUSECOST","REAL","IDX2015","Q","2008-Q3",132.058211822969,
"ITA","HOUSECOST","REAL","IDX2015","Q","2008-Q4",131.354458061661,
"ITA","HOUSECOST","REAL","IDX2015","Q","2009-Q1",131.722046598079,
"ITA","HOUSECOST","REAL","IDX2015","Q","2009-Q2",129.751740442508,
"ITA","HOUSECOST","REAL","IDX2015","Q","2009-Q3",128.19408772492,
"ITA","HOUSECOST","REAL","IDX2015","Q","2009-Q4",127.290300466291,
"ITA","HOUSECOST","REAL","IDX2015","Q","2010-Q1",126.353664091329,
"ITA","HOUSECOST","REAL","IDX2015","Q","2010-Q2",126.525379255758,
"ITA","HOUSECOST","REAL","IDX2015","Q","2010-Q3",126.908641731874,
"ITA","HOUSECOST","REAL","IDX2015","Q","2010-Q4",126.740922824957,
"ITA","HOUSECOST","REAL","IDX2015","Q","2011-Q1",125.167699879517,
"ITA","HOUSECOST","REAL","IDX2015","Q","2011-Q2",125.951601410829,
"ITA","HOUSECOST","REAL","IDX2015","Q","2011-Q3",124.653948064767,
"ITA","HOUSECOST","REAL","IDX2015","Q","2011-Q4",123.050612218171,
"ITA","HOUSECOST","REAL","IDX2015","Q","2012-Q1",122.083662162497,
"ITA","HOUSECOST","REAL","IDX2015","Q","2012-Q2",119.673418191549,
"ITA","HOUSECOST","REAL","IDX2015","Q","2012-Q3",117.221739047914,
"ITA","HOUSECOST","REAL","IDX2015","Q","2012-Q4",114.727073824037,
"ITA","HOUSECOST","REAL","IDX2015","Q","2013-Q1",111.706892194708,
"ITA","HOUSECOST","REAL","IDX2015","Q","2013-Q2",110.49092686919,
"ITA","HOUSECOST","REAL","IDX2015","Q","2013-Q3",108.506341632743,
"ITA","HOUSECOST","REAL","IDX2015","Q","2013-Q4",107.442655485861,
"ITA","HOUSECOST","REAL","IDX2015","Q","2014-Q1",106.365135177483,
"ITA","HOUSECOST","REAL","IDX2015","Q","2014-Q2",104.631334316231,
"ITA","HOUSECOST","REAL","IDX2015","Q","2014-Q3",103.375031702375,
"ITA","HOUSECOST","REAL","IDX2015","Q","2014-Q4",102.066883018661,
"ITA","HOUSECOST","REAL","IDX2015","Q","2015-Q1",100.453522543133,
"ITA","HOUSECOST","REAL","IDX2015","Q","2015-Q2",99.5429972450976,
"ITA","HOUSECOST","REAL","IDX2015","Q","2015-Q3",100.385964900289,
"ITA","HOUSECOST","REAL","IDX2015","Q","2015-Q4",99.6175153114808,
"ITA","HOUSECOST","REAL","IDX2015","Q","2016-Q1",100.401194097109,
"ITA","HOUSECOST","REAL","IDX2015","Q","2016-Q2",100.275304955302,
"ITA","HOUSECOST","REAL","IDX2015","Q","2016-Q3",100.297116696241,
"ITA","HOUSECOST","REAL","IDX2015","Q","2016-Q4",99.5938423704643,
"ITA","HOUSECOST","REAL","IDX2015","Q","2017-Q1",98.470000577582,
"ITA","HOUSECOST","REAL","IDX2015","Q","2017-Q2",98.094196552899,
"ITA","HOUSECOST","REAL","IDX2015","Q","2017-Q3",97.9347930597256,
"ITA","HOUSECOST","REAL","IDX2015","Q","2017-Q4",97.5770541312543,
"ITA","HOUSECOST","REAL","IDX2015","Q","2018-Q1",97.2720023229292,
"ITA","HOUSECOST","REAL","IDX2015","Q","2018-Q2",96.8299776474794,
"ITA","HOUSECOST","REAL","IDX2015","Q","2018-Q3",95.9520400445493,
"ITA","HOUSECOST","REAL","IDX2015","Q","2018-Q4",96.1743558952248,
"ITA","HOUSECOST","REAL","IDX2015","Q","2019-Q1",95.5510292890259,
"ITA","HOUSECOST","REAL","IDX2015","Q","2019-Q2",95.9280871538572,
"ITA","HOUSECOST","REAL","IDX2015","Q","2019-Q3",95.9959259399172,
"ITA","HOUSECOST","REAL","IDX2015","Q","2019-Q4",96.0907444716177,
"ITA","HOUSECOST","REAL","IDX2015","Q","2020-Q1",96.8492894241059,
"ITA","HOUSECOST","REAL","IDX2015","Q","2020-Q2",98.8165399160052,
"ITA","HOUSECOST","REAL","IDX2015","Q","2020-Q3",97.0196359564106,
"ITA","HOUSECOST","REAL","IDX2015","Q","2020-Q4",97.6887309009561,
"ITA","HOUSECOST","REAL","IDX2015","Q","2021-Q1",97.9576071542783,
"ITA","HOUSECOST","REAL","IDX2015","Q","2021-Q2",98.2593691628379,
"ITA","HOUSECOST","REAL","IDX2015","Q","2021-Q3",99.0099836954451,
"ITA","HOUSECOST","REAL","IDX2015","Q","2021-Q4",98.6905886056312,
"ITA","HOUSECOST","REAL","IDX2015","Q","2022-Q1",97.8675943671478,
"ITA","HOUSECOST","REAL","IDX2015","Q","2022-Q2",97.5199196330241,
